input,correction,target
El y su esposa están esperando su primer bebé.,Ellen y su esposa están esperando su primer bebé.,Él y su esposa estaban esperando su primer bebé.
Veremos cosas nuevas y diferentes en esta ciudad.,Vemos cosas nuevas y diferentes en esta ciudad.,Veremos cosas nuevas y diferentes en esta ciudad.
Tengo un gato grande.,Tengo un gato grande.,Tengo un gato grande.
"Ahora, yo piense que una vacación perfecta seria con mi mismo porque yo estoy cansada a interactuar con otras personas.","Ahora, yo pienso que una vacación perfecta sería conmigo misma, porque yo estoy cansada de interactuar con otras personas.","Ahora, yo pienso que unas vacaciones perfectas serían conmigo misma porque estoy cansada de interactuar con otras personas."
"En el verano, puedo visitar a la familia y pasar tiempo con alguien porque no tengo clase.","En el verano, puedo visitar a la familia y pasar tiempo con alguien porque no tengo clases.","En el verano, puedo visitar a la familia y pasar tiempo con alguien porque no tengo clase."
Creo que de ahí provienen mis nuevas opiniones.,Creo que de ahí vienen mis nuevas opiniones.,Creo que de ahí provienen mis nuevas opiniones.
Mi madre tiene un grande sonrisa.,Mi madre tiene una gran sonrisa.,Mi madre tiene una gran sonrisa.
Camila había audicionado como artista solista pero el jurado decidió ponerla en un grupo y formar la agrupación Fifth Harmony.,"La audición de Camila fue para ser parte del grupo solista, pero el jurado decidió ponerla en un grupo y formó la agrupación Fifth Harmony.","Camila había audicionado como artista solista, pero el jurado decidió ponerla en un grupo y formar la agrupación Fifth Harmony."
"“El Chapo”--

               Joaquín Guzmán Loera, un capo de la droga conocido como “El Chapo,” fue arrestado por las autoridades mexicanas casi seis meses después de su fuga de una prisión de máxima seguridad.","“El Chapo”—
Joaquín Guzmán Loera, un capo de la droga conocido como “El Chapo”, fue arrestado por las autoridades mexicanas casi seis meses después de su fuga de una prisión de máxima seguridad.","“El Chapo”--  Joaquín Guzmán Loera, un capo de la droga conocido como “El Chapo,” fue arrestado por las autoridades mexicanas casi seis meses después de su fuga de una prisión de máxima seguridad."
Pero no me gustan los perros porque les tengo miedo.,Pero no me gustan los perros; porque les tengo miedo.,Pero no me gustan los perros porque les tengo miedo.
El no es perezoso y aburrido.,Él no es perezoso ni aburrido.,No es perezoso ni aburrido.
"Yo quisiera visitar a varios países en Europa, y ahora que e escogido mi locación ideal, tendría que decidir cuando iría y por cuanto tiempo visitaría Europa.","Yo querería visitar varios países en Europa, y ahora que he elegido mi ubicación ideal, tendría que decidir cuándo iría y durante cuánto tiempo visitaría Europa.","Quisiera visitar varios países en Europa, y ahora que he escogido mi localización ideal, tendría que decidir cuándo iría y por cuánto tiempo visitaría Europa."
También hay una historia de Hawaii la comida está llena de alimentos tradicionales.,También hay una historia de Hawai que la comida está llena de alimentos tradicionales.,También hay una historia de Hawái la comida está llena de alimentos tradicionales.
Me gusta la vida en TOKEN_ANONIMO.,Me encanta la vida en Tokens Anónimos.,Me gusta la vida en Oregón.
Soy delgada como mi madre.,Soy tan delgada como mi madre.,"Soy delgada, como mi madre, pero voy al gimnasio durante la semana."
G-Dragon es coreano.,K-Dragon es coreano.,G-Dragon es coreano.
Mis amigas son muy bonitas y aventurosas.,Mis amigas son muy bonitas e innovadoras.,Mis amigas son muy bonitas y aventureras.
Mi ciudad favorita en Canadá es Vancouver.,Mi ciudad favorita en Canadá es Vancouver.,Mi ciudad favorita en Canadá es Vancouver.
Nosotros cocinamos en la mañana por las semanas.,Nosotros cocinamos cada mañana durante las semanas.,Cocinamos en la mañana por las semanas.
Mirando a gente como Ellen DeGeneresy Oprah per también Justin Beiber y Chris Brown.,"Mirando a gente como Ellen DeGeneres, Oprah Winfrey y Justin Bieber y Chris Brown.","Mirando a gente como Ellen DeGeneres y Oprah, pero también a Justin Bieber y Chris Brown."
Tenía a mi esposo y a mis hijos pero nunca pude darle un abrazo a mi madre o despedir a mi padre.,"Tener a mi esposo y mis hijos, pero nunca pude darle un abrazo a mi madre ni despedirme de mi padre.",Tenía a mi esposo y a mis hijos pero nunca pude darle un abrazo a mi madre o despedir a mi padre.
Ojala ella extrano y amo nosotros tambien.,Espero que ella extraña y ame también.,Ojalá ella nos extrañe y ame también.
Tiene mucho pan y desiertos deliciosos.,Tiene mucho pan y desertos deliciosos.,Tiene mucho pan y postres deliciosos.
"No tengo amigos, no tengo familia, no tengo nadie.","No tengo amigos, ni tengo familia, ni tengo nadie.","No tengo amigos, no tengo familia, no tengo a nadie."
"Aunque ella es bella, Cara es más conocida por su personalidad.","Aunque ella es bella, Cara es más conocida por su personalidad, que la hace única.","Aunque es bella, Cara es más conocida por su personalidad."
Pasaríamos casi cada segundo en el agua y lo pasamos bien.,Pasáramos casi cada segundo en el agua y lo pasábamos bien.,Pasamos casi cada segundo en el agua y lo pasamos bien.
"TOKEN_ANONIMO, mi amigo muy generoso, fue al quiosco para conseguirme otra llave.","Token Anonimo, mi amigo muy generoso, fue al quiosco para que me consiguiera otra llave.","TOKEN_ANONIMO, mi amigo muy generoso, fue al quiosco para conseguirme otra llave."
También quiero enseñar e inspirar a otros a estar en el campo de la medicina y dar oportunidades a los menos afortunados.,También quiero enseñar e inspirar a otros para que estén en el campo de la medicina y den oportunidades a los menos afortunados.,Quiero ayudar a todos y no me importa si no tienen seguro o dinero o son diferentes a mí.
"A veces, el dibuja nuestro familia o comida.","Algunas veces, la gente dibuja nuestra familia o comida.","A veces, dibuja a nuestra familia o comida."
Maya echó la taza y entonces corría.,Maya echó la taza y luego corrió.,Maya echó la taza y entonces corrió.
De alguna manera me las arreglé para caminar hacia ella y sentarme a su lado.,De alguna manera me las arreglé para caminar hacia ella y sentarme a su lado.,De alguna manera me las arreglé para caminar hacia ella y sentarme a su lado.
Ellos pusieron papeles en el parque y en el barrio con una foto de Max.,Ella puso un papel en el parque y en el barrio con una foto de Max.,Ellos pusieron papeles en el parque y en el barrio con una foto de Max.
"Hoy, mi familia y yo cocinamos el arroz frito con huevos y jamón.","Hoy, mi familia y yo cocinamos arroz frito con huevo y jamón.","Hoy, mi familia y yo cocinamos arroz frito con huevos y jamón."
Nos gusta salir por la noche.,Nos gustan salir por la noche.,Nos gusta salir por la noche.
Yo quiero ayudar a gente como yo.,Quiero ayudar a gente como yo.,Quiero ayudar a la gente como yo.
Ellos crecieron en la misma calle en el mismo barrio en las afueras de TOKEN_ANONIMO.,Elios crecieron en la misma calle en el mismo barrio en las afueras de Token_anonimo.,"Ellos crecieron en la misma calle y en el mismo barrio, en las afueras de TOKEN_ANONIMO."
"Sé que hacer buenos amigos toma tiempo, pero me estaba impaciente.","Sé que hacer buenos amigos lleva tiempo, pero me estaba impaciente.","Sé que hacer buenos amigos toma tiempo, pero estaba impaciente."
"Tenía el pelo corto, pero lo corté en marzo.",Tenía el pelo corto pero lo cortaron en marzo.,"Tenía el pelo largo, pero me lo corté en marzo."
"Nuevo Envangelio de Genesis, Parte Uno

Una vez, fue un muchacho se llama TOKEN_ANONIMO.","Nuevo Evangelio de Genesis, Parte Uno

Una vez, era un muchacho que se llamaba TOKEN_ANONIMO.","Nuevo Evangelio de Génesis, Parte Uno  Una vez, había un muchacho llamado TOKEN_ANONIMO."
Estoy ahorrando dinero al no quedarme en mi apartamento.,Estoy ahorrando dinero porque no me quedo en mi apartamento.,"Todavía pago el alquiler, pero mis padres me alimentan."
"En mi plan de vacaciones perfecto, yo voy a viajar a los angeles.","En mi plan de vacaciones perfecto, yo voy a viajar a Los Ángeles.","En mi plan de vacaciones perfecto, voy a viajar a los Ángeles."
Y eso es lo que Frida Kahlo hizo.,Eso es lo que hizo Frida Kahlo.,Y eso es lo que Frida Kahlo hizo.
Ella quería que mí tenga una vida buena por eso ella hacía muchas sacrificios por eso yo podía ir una escuela buena y jugar en deportes de club y aprender tocar un intrumento.," Ella quería que yo tuviera una vida buena, por eso ella hacía muchos sacrificios, por lo tanto yo podía ir a una buena escuela, jugar en deportes de club y aprender a tocar un instrumento.","Ella quería que yo tenga una vida buena por eso hacía muchos sacrificios, por eso yo podía ir a una escuela buena y jugar en deportes de club y aprender a tocar un instrumento."
Yo no me gusta las pesadillas y deseo yo nunca tengo los suenos malos de nuevo.,No me gustan las pesadillas y deseo que nunca tenga más malos sueños.,No me gustan las pesadillas y deseo nunca tener sueños malos de nuevo.
La mayor parte de su trabajo de activista se centra en ayudar a detener la violencia y ayudar a enriquecer las escuelas en Chicago.Él ya ha donado uno millón de dólares a las escuelas de Chicago.,"La mayor parte de su trabajo como activista se centra en ayudar a detener la violencia y a mejorar las escuelas de Chicago, ya que él ha donado un millón de dólares a las escuelas de Chicago.",La mayor parte de su trabajo de activista se centra en ayudar a detener la violencia y ayudar a enriquecer las escuelas en Chicago.
Su primero mixtape fue habitación para mejorar en dos mil y seis.,Su primer mixtape fue creado para mejorar en dos mil y seis.,"Le he visto en concierto una vez en Oakland, California, en el Oracle Arena."
TOKEN_ANONIMO tenía dos y media cuando ella murió.,Token Anónimo tenía dos y media años cuando ella murió.,TOKEN_ANONIMO tenía dos y medio cuando ella murió.
Yo pasando mi tiempo doing tarea.,Pasando mi tiempo haciendo tarea.,Paso mi tiempo haciendo tareas.
Su primer papel principal fue en las películas de High School Musical.,Su primer papel principal fue en la película de High School Musical.,Su primer papel principal fue en las películas de High School Musical.
Me levanté asustada y sin poder respirar.,Me levanté asustada y sin poder respirar.,Me levanté asustada y sin poder respirar.
Le gustan ver videos sobre acuarios y viajar.,Me gustan ver videos sobre acuarios y viajes.,Le gusta ver videos sobre acuarios y viajar.
Me gusta hacer nuevos amigos y pasar tiempo con mi novia.,Me gusta hacer nuevos amigos y pasar tiempo con mi novio.,Me gusta hacer nuevos amigos y pasar tiempo con mi novia.
"Por ejemplo, el/la aficionado/a (ser aficionado/a), el/la atleta, el/la corredor/a, el/la entrenador/a, el/la entrenador/a, el equipo, el/la jugador(a).","Por ejemplo, el aficionado/a (de ser aficionado/a), el atleta, el corredor/a, el entrenador/a, el equipo y el/los jugadores.","Por ejemplo, el/la aficionado/a (ser aficionado/a), el/la atleta, el/la corredor/a, el/la entrenador/a, el/la entrenador/a, el equipo, el/la jugador(a)."
Primero vamos a ir a mi casa.,Vamos a ir a mi casa primero.,Primero vamos a ir a mi casa.
"El segundo día visitamos las instalaciones de las grandes tequileras porque como su nombre ya lo dice, Tequila es conocido por su gran producción y exportación de tequila.","El segundo día visitamos las instalaciones de las grandes tequileras, porque como su nombre ya lo dice, Tequila es conocido por su gran producción y exportación de tequila.","El segundo día visitamos las instalaciones de las grandes tequileras porque como su nombre ya lo dice, Tequila es conocido por su gran producción y exportación de tequila."
Me ayuda a sentirme mejor también.,Te ayudan a sentirte mejor también.,Me ayuda a sentirme mejor también.
Ella es muy talentoso.,Ella es muy talentedo.,Es muy talentosa.
"Rob Gronkowski es una persona muy famoso porque él es muy cómico, extrovertida, y muy guapo.","Rob Gronkowski es una persona muy famosa porque él es muy cómico, extrovertido y muy guapo.","Rob Gronkowski es una persona muy famosa porque es muy cómico, extrovertido, y muy guapo."
"Es muy alto y es marrón, anaranjado, y rojo.","Está muy alto y tiene un color marrón, anaranjado y rojo.","Es muy alta y es marrón, anaranjada, y roja."
Siempre estaba muy ocupado y disfruta participando en muchas actividades diferentes.,Estaba siempre muy ocupado y disfrutaba de participar en muchas actividades diferentes.,"También iba a clases de teatro, música, coro y lacrosse; mi actividad favorita era teatro porque me permitía expresarme."
"Vi la película Parasite hoy, fue muy buena.",Ví la película Parasite hoy y me pareció muy buena.,"Vi la película Parasite hoy, fue muy buena."
"Por último, nosotros somos fanáticos de los videojuegos, así que pasaremos el último día haciendo compras de muñecos, juegos, coleccionables y muchas cosas más!","Por último, nosotros somos fanáticos de los videojuegos; así que pasaremos el último día haciendo compras de muñecos, juegos, coleccionables y muchas cosas más.","Por último, somos fanáticos de los videojuegos, ¡así que pasaríamos el último día haciendo compras de muñecos, juegos, coleccionables y muchas cosas más!"
Mi vacaion de España serán muy divertida.,Mi vacación en España será muy divertida.,Mis vacaciones en España serán muy divertidas.
Yo pense nada de él hasta que una jugada eramos yo y él corriendo para el balón y le gane.,"No entiendo qué pasó, pero yo me equivoqué y él nos ganó con su velocidad.",Pero empezó a amenazarme diciendo que me iba a sacar del juego.
Me llamo TOKEN_ANONIMO.,Me llamo Token Anónimo.,Me llamo TOKEN_ANONIMO.
"Al igual, ya le era muy difícil caminar sola or moverse de lugar a lugar.",Al igual que ya le era muy difícil caminar solo o mudarse de un lugar a otro.,"Asimismo, ya le era muy difícil caminar sola o moverse de un lugar a otro."
Mi objetivo es perder 30 libras más.,Mi objetivo es perder 30 libras más.,Mi objetivo es perder 30 libras más.
Tiene los ojos grandes y negores.,Tiene los ojos grandes y negros.,Tiene los ojos grandes y negros.
Había jugado “frisbee” a la playa antes.,Había jugado fútbol o frisbee en la playa antes.,He jugado al “frisbee” en la playa antes.
"Cuando yo salgo mi cuarto, voy a tener un conductor guapo que me maneja mi coche a la playa.","Cuando yo salgo de mi cuarto, voy a tener un chofer guapo que me conduce mi coche a la playa.","Cuando yo salgo de mi cuarto, voy a tener un conductor guapo que me maneja mi coche a la playa."
"Sus nombres son Rap Monster, J-Hope, Jin, Jimin, Jungkook, Suga y V.","Los nombres de sus miembros son Rap Monster, J-Hope, Jin, Jimin, Jungkook, Suga y V.","Sus nombres son Rap Monster, J-Hope, Jin, Jimin, Jungkook, Suga y V."
Pronto los dos se convirtieron en los mejores amigos.,Pronto se convirtieron los dos en los mejores amigos.,Pronto los dos se convirtieron en los mejores amigos.
Rob Gronkowski es un jugador de futbol americano.,Rob Gronkowski es un jugador de fútbol americano.,Rob Gronkowski es un jugador de fútbol americano.
"Olvidé traer mi hoja de respuestas, que es necesaria para el examen.","Me olvidé de traer mi hoja de respuestas, que es necesario para el examen.",No quedaba mucho tiempo para comenzar el examen.
"Meses después de que se estableciera el viaje y se comprara mi boleto de avión, les dije a mis padres.","Más de mes después de que se hubiera establecido el viaje y se hubiera comprado mi boleto de avión, les dije a mis padres.","Al principio se quedaron furiosos, pero al final, era mi dinero y lo aceptaron."
El verano llegó y se hizo un montón de cosas juntos como ir al cine o simplemente pasar el rato el uno con el otro.,"El verano llegó y se hicieron muchas cosas juntas, como ir al cine o simplemente pasar el tiempo el uno con el otro.","El verano llegó e hicieron un montón de cosas juntos, como ir al cine o simplemente pasar el rato el uno con el otro."
"Mis amigas son TOKEN_ANONIMO, TOKEN_ANONIMO, y TOKEN_ANONIMO.","Mis amigas son TOKEN_ANONIMO, TOKEN_ANONIMO y TOKEN_ANONIMO.","Mis amigas son TOKEN_ANONIMO, TOKEN_ANONIMO, y TOKEN_ANONIMO."
me encanta mi pelo y gracias a mi madre y padre porque ellos tienen pelo rizado.,Me encanta mi cabello y gracias a mi madre y padre porque ellos tienen cabello rizado.,Me encanta mi pelo y es gracias a mi madre y padre porque tienen pelo rizado.
Mi madre no le gusta el fútbol.,Mi madre no le gusta el fútbol.,A mi madre no le gusta el fútbol.
Quiero tener un excelente tiempo con personajes yo amo.,Quiero tener un excelente tiempo con personas que yo amo.,Quiero tener un excelente tiempo con personajes que amo.
Mi canciónes favoritos son Cinnamon Girl de Lana Del Rey y Goodie Bag de Still Woozy.,Mis canciones favoritas son Cinnamon Girl de Lana Del Rey y Goodie Bag de Still Woozy.,Mis canciones favoritas son Cinnamon Girl de Lana Del Rey y Goodie Bag de Still Woozy.
No sabé nada en el día.,No sabía nada en ese día.,No supe nada en todo el día.
"Finalmente, el autobús llega a mi casa, pero voy a mi clase de español a las ocho menos cuarto de la mañana: llego muy tarde.","Finalmente, el autobús llega a mi casa, pero voy a mi clase de español a las ocho y media de la mañana; llegaría muy tarde.","Finalmente, el autobús llega a mi casa, pero voy a mi clase de español a las ocho menos cuarto de la mañana: llego muy tarde."
Tambien vimos hormigas de fuego!,También vimos hormigas de fuego!,¡También vimos hormigas de fuego!
Él tiene un programa de entrenamiento duro para ponerse en forma.,El tiene un programa de entrenamiento duro para ponérsese en forma.,Tiene un programa de entrenamiento duro para ponerse en forma.
Mi la celebridad favorito es Baekhyun quien es un cantante.,"Mi celebrity favorita es Baekhyun, quien es un cantante.",Los fines de semana estoy relajada porque puedo dormir mucho y ver la televisión.
Gina Rodríguez es una actriz.,Gina Rodríguez es una actriz.,Gina Rodríguez es actriz.
Ella es muy agradable y trabajado mucho sobre la cosas que ella es interesante que me motiva mucho.,"Ella es muy agradable y ha trabajado mucho sobre las cosas que ella considera interesantes, lo que me motiva mucho.",Es muy agradable y trabaja mucho en las cosas que le interesan y que le motivan mucho.
Él gano muchos premios de Hollywood y Asia.,Él ganó muchos premios de Hollywood y Asia.,Ganó muchos premios de Hollywood y Asia.
"En el fin, los estudiantes estaban esperando en la superficie, y las olas me hicieron muy enferma.","El final, los estudiantes estaban esperando en la superficie, y las olas me hicieron muy enferma.","Al final, los estudiantes estaban esperando en la superficie, y las olas me pusieron muy enferma."
"Para el almuerzo y la cena, podemos salir a comer ocho días de las dos semanas.","Para el almuerzo y la cena, podemos salir a comer ocho días de las dos semanas siguientes.","Para el almuerzo y la cena, podemos salir a comer ocho días de las dos semanas."
Me gustan los cosméticos y me encantan las mascotas.,Gustos como el de los cosméticos y la atracción por las mascotas son comunes en muchas personas.,Me gustan los cosméticos y me encantan las mascotas.
"Mirando los cuerpos flotando en la pecera, estaba deprimido.",Estaba mirando los cuerpos flotando en la pecera y me sentía deprimido.,"Al mirar los cuerpos flotando en la pecera, me deprimí."
Yo pregunto para café con leche de soya.,Pregunté por un café con leche de soja.,Pregunto por un café con leche de soja.
Siempre viste un traje cuando trabajar.,Siempre viste un traje al trabajar.,Siempre viste traje cuando trabaja.
Iba a TOKEN_ANONIMO School y TOKEN_ANONIMO TOKEN_ANONIMO TOKEN_ANONIMO High School.,Iba sa Token Anonimo School at Token Anonimo Token Anonimo Token Anonimo High School.,Fui a la Escuela Primaria de TOKEN_ANONIMO y al Instituto TOKEN_ANONIMO TOKEN_ANONIMO TOKEN_ANONIMO.
Estueve enfermo por dos meses.,Estuvo enfermo durante dos meses.,Estuve enfermo por dos meses.
"Estas son mis vacaciones perfectas ideales, yo viajo a muchos países.","Estas son mis vacaciones perfectas, idealmente, yo voy a muchos países.","Estas son mis vacaciones perfectas ideales, viajar a muchos países."
Sus canciones nuevos fue número uno por otro vez.,Sus canciones nuevas fueron número uno de nuevo.,Sus canciones nuevas fueron número uno otra vez.
Nosotros nos gusta pasar el tiempo juntos.,Nos gustamos pasar el tiempo juntos.,A Nosotros nos gusta pasar el tiempo juntos.
"A mi me gusta escuchar su música en Inglés, y en Español también.",Me gustan escuchar tu música tanto en inglés como en español.,"A mí me gusta escuchar su música en Inglés, y en Español también."
Lin Manuel Miranda ha escrito otras obras también.,Lin-Manuel Miranda ha escrito otras obras también.,Lin-Manuel Miranda ha escrito otras obras también.
Quiero visitar las cuevas y las montañas de la isla.,Quiero visitar las cuevas y las montañas de la isla.,Quiero visitar las cuevas y las montañas de la isla.
Mi bebida favorita es Diet Pepsi.,Mi bebida favorita es la Diet Pepsi.,Mi bebida favorita es la Diet Pepsi.
Realmente no juego mucho al tenis.,Realmente no juego mucho al tenis.,Realmente no juego mucho al tenis.
"Finalmente, se queda bien perfecto cuando ante de irnos compramos pupusas y quesidillas que son mis favoritos de comida en mi paiz favorito de mis padres.","Finalmente, se queda bien perfecto cuando antes de irnos compramos pupusas y quesadillas que son mis favoritos de comida en mi país favorito de mis padres.","Finalmente, se queda bien perfecto cuando antes de irnos compramos pupusas y quesadillas que son mis favoritos de comida en mi país favorito de mis padres."
Todavía tenía calor y estaba sudando antes de escuela.,Todavía tenía calor y estaba sudando antes de la escuela.,Todavía tenía calor y estaba sudando antes de escuela.
Ellos fue a la ciudad y caminaron en el parque.,Ella y él fueron a la ciudad y caminaron en el parque.,Fueron a la ciudad y caminaron en el parque.
Me llamo TOKEN_ANONIMO.,Me llamo Token Anónimo.,﻿Me llamo TOKEN_ANONIMO.
"Mi madre personalmente ha luchado mucho desde que se mudó a los TOKEN_ANONIMO TOKEN_ANONIMO porque no solo luchó por encajar en esta sociedad, sino que su relación con mi padre tampoco iba bien.","Mi madre personalmente ha luchado mucho desde que se mudó a la casa porque no solo luchó por encajar en esta sociedad, sino que su relación con mi padre tampoco iba muy bien.",Mi padre decidió permanecer separados y todo lo que mi madre tenía era mi hermana y yo como apoyo.
Eso mi favorita película animada cuando estuve joven.,Mi película animada favorita de cuando era joven es esa.,Eso mi película favorita animada cuando era joven.
"Espero que mi tiempo tomando estos clases de español me van avanzar y mi van ayudar hablar, entender, y escribir mas bien.","Espero que mi tiempo tomando estas clases de español me vaya a avanzar y me vaya a ayudar a hablar, entender y escribir mejor.","Espero que mi tiempo tomando estas clases de español me ayuden a avanzar y a hablar, entender y escribir mejor."
Se cuidadoso en quien confías.,Sea cuidadoso en quien confíes.,Ten cuidado en quién confías.
"El verano pasado, hice un viaje con mi familia y amigos.",Hice un viaje con mi familia y mis amigos el verano pasado.,"El verano pasado, hice un viaje con mi familia y amigos."
Yo tengo un minor en educación también.,Tengo un minuto para educación también.,Tengo una especialización en Educación también.
"Tambien, es en una banda con su amigos se llama White Eskimos.","También, es en una banda con sus amigos que se llama White Eskimos.","También, estuvo en una banda con su amigos se llama White Eskimos."
Ello tiene cuarenta años su cumple años ese n octubre.,"Ella tiene cuarenta años, cumplirá este mes de octubre.",Tiene cuarenta años.
"Ella no es una persona muy buena, pero su música es muy importante para mi.","Ella no es una persona muy buena, pero su música es muy importante para mí.","No es una persona muy buena, pero su música es muy importante para mí."
No se viste como otros artistas porque se pone ropa sencilla en los conciertos de la banda.,No se ve vestido como otros artistas porque se pone una ropa sencilla en los conciertos de la banda.,No se viste como otros artistas porque se pone ropa sencilla en los conciertos de la banda.
Es enfadado para su un personaje en la seria.,Está muy enfadado por uno de sus personajes en la serie.,Está enfadado por su personaje en la serie.
Nos reiríamos mucho.,Nos riéramos mucho.,Nos reiríamos mucho.
"Este trimestre, quiero trabajar duro para cambiar eso.","Este trimestre, quiero trabajar duro para cambiar eso.","Entonces, mis notas no son buenas ahora."
Mi mama y papa son muy trabajadora.,Mi mamá y papá son muy trabajadores.,Mi mamá y papá son muy trabajadores.
Ella tiene dos gatos llamados Bubbles y Domino.,Ella tiene dos gatos llamados Bubble y Domino.,Tiene dos gatos llamados Bubbles y Domino.
"Si hay un jaripeo o un baile, ya estoy ahí.","Si hay un jarypeo o un baile, ya estoy allí.","Si hay un jaripeo o un baile, ya estoy ahí."
TOKEN_ANONIMO es un distrito en la costa oeste de India.,Token Anónimo es un distrito en la costa oeste de India.,TOKEN_ANONIMO es un distrito en la costa oeste de India.
"Yo soy alta y flaca, también yo tengo el pelo negro y los ojos marrones.",Soy alta y flaca; también tengo el pelo negro y los ojos marrones.,"Soy alta y flaca, también tengo el pelo negro y los ojos marrones."
¡Hola!,Hello!,¡Hola!
A mi me gusta pasar mucho teimpo con mi famailia.,Me gusta pasar mucho tiempo con mi familia.,Mi mamá ya había corrido una maratón hace tres años.
"A la una de la tarde, Angelina come sandwich para almuerzo.","Al mediodía de la tarde, Ana Gina come un sandwich para almorzar.",La película es sobre un panda que aprende kung fu.
"Ellos vendieron más de 200,000 copias la primera semana.","Ella vendió más de 200,000 copias en la primera semana.","Vendieron más de 200,000 copias la primera semana."
"Generalmente, pienso que la gente que es los mejor en su profesión son los famosos.","Generalmente, creo que la gente que es los mejores en su profesión no siempre es el famoso.","Generalmente, pienso que la gente que es la mejor en su profesión son los famosos."
No necesita el dinero porque el tiene mucho dinero ya.,Necesita el dinero porque él ya tiene mucho dinero.,No necesita dinero porque tiene mucho ya.
Tengo dos hermanos y cinco hermanas.,Tengo tres hermanos y cinco hermanas.,Tengo dos hermanos y cinco hermanas.
Todos conocen Beyonce.,Todo el mundo conoce a Beyoncé.,Todos conocen a Beyonce.
"Además, los padres de ellos (mis abuelos) también tienen una estatura corta.","Además, mis abuelos también tienen una estatura corta.","Además, los padres de ellos (mis abuelos) también tienen una estatura corta."
"Ahora soy un estudiante de tercer año en TOKEN_ANONIMO TOKEN_ANONIMO, estudio relaciones internacionales y ciencias marinas.","Ahora soy un estudiante de tercer año en elTOKEN_ANONIMO TOKEN_ANONIMO, estudio relaciones internacionales y ciencias marinas.","Ahora soy una estudiante de tercer año en TOKEN_ANONIMO TOKEN_ANONIMO, estudio relaciones internacionales y ciencias marinas."
"mucha gente piensan su acción fue malo, pero el primera pelicula fue el mejor.",Mucha gente piensa que la primera película fue el mejor.,"Mucha gente piensa que su acción fue mala, pero la primera película fue la mejor."
Su próxima película que es más famosa es Ex Machina.,Su próxima película que sea más famosa es Ex Machina.,Su siguiente película que es más famosa  fueEx Machina.
"Yo quiero come fresas con chocolate, me encanto chocolate y fresas.","Quiero comer fresas con chocolate, me encanta el chocolate y las fresas.","Yo quiero comer fresas con chocolate, me encanta el chocolate y las fresas."
Mi película favorita es Sweeney Todd.,"Mi película favorita es ""Sweeney Todd"".",Mi película favorita es Sweeney Todd.
"Siempre estamos hablando sobre del mi papa, mis hermanas, mis hermanos, y mi abuela.","Estamos siempre hablando de mi papá, mis hermanas, mis hermanos, y mi abuela.","Siempre estamos hablando sobre mi papa, mis hermanas, mis hermanos, y mi abuela."
"Luego nos fuimos a Mallorca, donde pasamos cinco días de vacaciones.",Luego nos fuimos a Mallorca; allí pasamos cinco días de vacaciónes.,"Luego nos fuimos a Mallorca, donde pasamos cinco días de vacaciones."
"Ella fui muy bonita, y me encanta mucho.","Yo era muy bonita, y me gustaba mucho.","Ella era muy bonita, y me encanta."
¡Te recomiendo que lo mires realizer!,Te recomiendas que lo veas realizar.,¡Te recomiendo que lo veas actuar!
Una vez había una pobre estudiante universitaria y su nombre es TOKEN_ANONIMO TOKEN_ANONIMO.,"Una vez había una pobre estudiante universitaria, y su nombre era ANONIMO.",Había una vez una pobre estudiante universitaria y su nombre es TOKEN_ANONIMO TOKEN_ANONIMO.
Esta película es muy cómica con muchos actores famosos también.,La película es muy cómica y cuenta con muchos actores famosos también.,Esta película es muy cómica con muchos actores famosos también.
"Cuando ella estaba en escuela, y yo estaba en la preparatoria, me gustó muchísimo visitarla.","Cuando yo estaba en la preparatoria y ella estaba en escuela, me gustaría mucho visitarla.","Cuando ella estaba en la universidad y yo estaba en la preparatoria, me gustaba muchísimo visitarla."
Siempre puedo venir a él con mis problemas y dará el mejor consejo.,Siempre puedo recurrir a él con mis problemas y él me da el mejor consejo.,Siempre puedo ir a él con mis problemas y me ¬¬dará el mejor consejo.
Vive en Chicago con su familia.,Vive en Chicago con su familia.,"Mi álbum favorito de su banda se llama ""Take This To Your Grave.” Mi canción favorita  se llama ""Calm Before the Storm."""
Nos dimos cuenta de que estaba embarazada.,Nos dimos cuenta de que yo estaba embarazada.,Nos dimos cuenta de que estaba embarazada.
Qué historia tan terrible.,Que historia tan terrible.,Qué historia tan terrible.
"Ella le gusta la película se llama ""the thunderbirds"" porque ella piense es una película muy buena.","Ella le gusta la película que se llama ""The Thunderbirds"" porque ella piensa que es una película muy buena.","A ella le gusta la película que se llama ""The Thunderbirds"" porque piensa que es una película muy buena."
Te gusta ve películas.,Le gustan las películas.,Le gusta ver películas.
Ella es de América pero viaja por todo el mundo.,"Ella es de América, pero viaja por todo el mundo.",Es de América pero viaja por todo el mundo.
Son TOKEN_ANONIMO y TOKEN_ANONIMO.,El token anónimo es el mismo que el anterior.,Mi hermano TOKEN_ANONIMO tiene una hija y un hijo.
"Aunque estoy en TOKEN_ANONIMO, también extrano mis amigos de casa, ellos me entienden mas y con ellos puedo hablar si tengo dificultades aquí.","Aunque estoy en token_anonimo, también extraño mis amigos de casa; ellos me entienden más y con ellos puedo hablar si tengo dificultades aquí.","Cuando voy a lugares de comercio, me gusta comprar aretes."
